GeneID	Entrez	Symbol	Description	Biotype	Chr	Start	End	Strand
ENSMUSG00000031059	104130	Ndufb11	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:O09111]	protein_coding	X	20615326	20617619	-1
ENSMUSG00000031060	236732	Rbm10	Mus musculus RNA binding motif protein 10 (Rbm10), transcript variant 4, mRNA. [Source:RefSeq mRNA;Acc:NM_001358903]	protein_coding	X	20617503	20650901	1
ENSMUSG00000031065	18555	Cdk16	Cyclin-dependent kinase 16  [Source:UniProtKB/Swiss-Prot;Acc:Q04735]	protein_coding	X	20687954	20699880	1
ENSMUSG00000031066	236733	Usp11	ubiquitin specific peptidase 11 [Source:MGI Symbol;Acc:MGI:2384312]	protein_coding	X	20703906	20720539	1
ENSMUSG00000031079	245368	Zfp300	zinc finger protein 300 [Source:MGI Symbol;Acc:MGI:3045326]	protein_coding	X	21079174	21089527	-1
ENSMUSG00000031089	56774	Slc6a14	Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+)  [Source:UniProtKB/Swiss-Prot;Acc:Q9JMA9]	protein_coding	X	21714896	21742355	1
ENSMUSG00000031093	75974	Dock11	Dedicator of cytokinesis protein 11  [Source:UniProtKB/Swiss-Prot;Acc:A2AF47]	protein_coding	X	35888832	36076562	1
ENSMUSG00000031095	72584	Cul4b	Cullin-4B  [Source:UniProtKB/Swiss-Prot;Acc:A2A432]	protein_coding	X	38533274	38576196	-1
ENSMUSG00000031099	93761	Smarca1	Mus musculus SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1 (Smarca1), transcript variant 3, mRNA. [Source:RefSeq mRNA;Acc:NM_001358618]	protein_coding	X	47809368	47892974	-1
ENSMUSG00000031101	74131	Sash3	SAM and SH3 domain-containing protein 3  [Source:UniProtKB/Swiss-Prot;Acc:Q8K352]	protein_coding	X	48146436	48161565	1
ENSMUSG00000031103	56501	Elf4	ETS-related transcription factor Elf-4  [Source:UniProtKB/Swiss-Prot;Acc:Q9Z2U4]	protein_coding	X	48411046	48463132	-1
ENSMUSG00000031105	20523	Slc25a14	Mus musculus solute carrier family 25 (mitochondrial carrier, brain), member 14 (Slc25a14), transcript variant 6, mRNA. [Source:RefSeq mRNA;Acc:NM_001359136]	protein_coding	X	48623413	48662294	1
ENSMUSG00000031107	209003	Rbmx2	RNA-binding motif protein, X-linked 2  [Source:UniProtKB/Swiss-Prot;Acc:Q8R0F5]	protein_coding	X	48695004	48710723	1
ENSMUSG00000031109	209224	Enox2	Ecto-NOX disulfide-thiol exchanger 2 Hydroquinone [NADH] oxidase Protein disulfide-thiol oxidoreductase [Source:UniProtKB/Swiss-Prot;Acc:Q8R0Z2]	protein_coding	X	49009707	49288259	-1
ENSMUSG00000031111	209268	Igsf1	Immunoglobulin superfamily member 1  [Source:UniProtKB/Swiss-Prot;Acc:Q7TQA1]	protein_coding	X	49782536	49797749	-1
ENSMUSG00000031112	70415	Stk26	serine/threonine kinase 26 [Source:MGI Symbol;Acc:MGI:1917665]	protein_coding	X	50841047	50893097	1
ENSMUSG00000031119	14735	Gpc4	glypican 4 [Source:MGI Symbol;Acc:MGI:104902]	protein_coding	X	52053021	52165252	-1
ENSMUSG00000031132	21947	Cd40lg	CD40 ligand CD40 ligand, membrane form CD40 ligand, soluble form [Source:UniProtKB/Swiss-Prot;Acc:P27548]	protein_coding	X	57212143	57224042	1
ENSMUSG00000031133	73341	Arhgef6	Rac/Cdc42 guanine nucleotide exchange factor 6 [Source:HGNC Symbol;Acc:HGNC:685]	protein_coding	X	57231485	57338729	-1
ENSMUSG00000031134	19655	Rbmx	RNA binding motif protein, X chromosome [Source:MGI Symbol;Acc:MGI:1343044]	protein_coding	X	57383530	57393036	-1
ENSMUSG00000031137	14168	Fgf13	Mus musculus fibroblast growth factor 13 (Fgf13), transcript variant 4, mRNA. [Source:RefSeq mRNA;Acc:NM_001356335]	protein_coding	X	59062145	59568071	-1
ENSMUSG00000031179	70696	3830417A13Rik	RIKEN cDNA 3830417A13 gene [Source:MGI Symbol;Acc:MGI:1917946]	protein_coding	X	64173548	64178778	1
ENSMUSG00000031189	14266	Aff2	AF4/FMR2 family member 2  [Source:UniProtKB/Swiss-Prot;Acc:O55112]	protein_coding	X	69360294	69868037	1
ENSMUSG00000031196	14069	F8	Coagulation factor VIII  [Source:UniProtKB/Swiss-Prot;Acc:Q06194]	protein_coding	X	75172715	75382615	-1
ENSMUSG00000031197	22327	Vbp1	von Hippel-Lindau binding protein 1 [Source:MGI Symbol;Acc:MGI:1333804]	protein_coding	X	75514299	75534942	1
ENSMUSG00000031198	67391	Fundc2	FUN14 domain-containing protein 2  [Source:UniProtKB/Swiss-Prot;Acc:Q9D6K8]	protein_coding	X	75382399	75396459	1
ENSMUSG00000031200	17763	Mtcp1	Protein p13 MTCP-1  [Source:UniProtKB/Swiss-Prot;Acc:Q60945]	protein_coding	X	75410444	75416588	-1
ENSMUSG00000031201	210766	Brcc3	Lys-63-specific deubiquitinase BRCC36  [Source:UniProtKB/Swiss-Prot;Acc:P46737]	protein_coding	X	75416628	75454001	1
ENSMUSG00000031202	67790	Rab39b	RAB39B, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1915040]	protein_coding	X	75572046	75578231	-1
ENSMUSG00000031207	17698	Msn	Moesin  [Source:UniProtKB/Swiss-Prot;Acc:P26041]	protein_coding	X	96096042	96168552	1
ENSMUSG00000031209	15203	Heph	Hephaestin  [Source:UniProtKB/Swiss-Prot;Acc:Q9Z0Z4]	protein_coding	X	96455359	96574485	1
ENSMUSG00000031214	94190	Ophn1	Oligophrenin-1  [Source:UniProtKB/Swiss-Prot;Acc:Q99J31]	protein_coding	X	98554277	98891025	-1
ENSMUSG00000031216	236920	Stard8	StAR-related lipid transfer protein 8  [Source:UniProtKB/Swiss-Prot;Acc:Q8K031]	protein_coding	X	99003248	99074728	1
ENSMUSG00000031217	13641	Efnb1	Ephrin-B1  [Source:UniProtKB/Swiss-Prot;Acc:P52795]	protein_coding	X	99136130	99148991	1
ENSMUSG00000031220	245532	Awat2	Acyl-CoA wax alcohol acyltransferase 2  [Source:UniProtKB/Swiss-Prot;Acc:Q6E1M8]	protein_coding	X	100402221	100442717	-1
ENSMUSG00000031221	18518	Igbp1	Immunoglobulin-binding protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q61249]	protein_coding	X	100494291	100516125	1
ENSMUSG00000031224	272790	Magee2	MAGE family member E2 [Source:HGNC Symbol;Acc:HGNC:24935]	protein_coding	X	104854952	104857267	-1
ENSMUSG00000031226	67683	Pbdc1	Protein PBDC1  [Source:UniProtKB/Swiss-Prot;Acc:Q9D0B6]	protein_coding	X	105079756	105117090	1
ENSMUSG00000031227	107528	Magee1	Melanoma-associated antigen E1  [Source:UniProtKB/Swiss-Prot;Acc:Q6PCZ4]	protein_coding	X	105120378	105123927	1
ENSMUSG00000031229	22589	Atrx	Transcriptional regulator ATRX  [Source:UniProtKB/Swiss-Prot;Acc:Q61687]	protein_coding	X	105797615	105929403	-1
ENSMUSG00000031230	80903	Fgf16	Fibroblast growth factor 16  [Source:UniProtKB/Swiss-Prot;Acc:Q9ESL8]	protein_coding	X	105764279	105774939	1
ENSMUSG00000031231	66142	Cox7b	Cytochrome c oxidase subunit 7B, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:P56393]	protein_coding	X	106015700	106022450	1
ENSMUSG00000031232	67075	Magt1	magnesium transporter 1 [Source:HGNC Symbol;Acc:HGNC:28880]	protein_coding	X	105968084	106011906	-1
ENSMUSG00000031239	16431	Itm2a	Integral membrane protein 2A  [Source:UniProtKB/Swiss-Prot;Acc:Q61500]	protein_coding	X	107397099	107403376	-1
ENSMUSG00000031242	67028	2610002M06Rik	Charged multivesicular body protein 1b-2  [Source:UniProtKB/Swiss-Prot;Acc:Q9CQD4]	protein_coding	X	107782751	107816334	-1
ENSMUSG00000031245	50887	Hmgn5	High mobility group nucleosome-binding domain-containing protein 5  [Source:UniProtKB/Swiss-Prot;Acc:Q9JL35]	protein_coding	X	109004534	109013404	-1
ENSMUSG00000031246	56726	Sh3bgrl	SH3 domain-binding glutamic acid-rich-like protein  [Source:UniProtKB/Swiss-Prot;Acc:Q9JJU8]	protein_coding	X	109095365	109197873	1
ENSMUSG00000031250	64103	Tnmd	Tenomodulin  [Source:UniProtKB/Swiss-Prot;Acc:Q9EP64]	protein_coding	X	133850980	133865577	1
ENSMUSG00000031253	68792	Srpx2	Sushi repeat-containing protein SRPX2  [Source:UniProtKB/Swiss-Prot;Acc:Q8R054]	protein_coding	X	133908426	133932446	1
ENSMUSG00000031255	27359	Sytl4	synaptotagmin-like 4 [Source:MGI Symbol;Acc:MGI:1351606]	protein_coding	X	133936385	133981812	-1
ENSMUSG00000031256	108062	Cstf2	Cleavage stimulation factor subunit 2  [Source:UniProtKB/Swiss-Prot;Acc:Q8BIQ5]	protein_coding	X	134059187	134086819	1
ENSMUSG00000031257	237038	Nox1	NADPH oxidase 1  [Source:UniProtKB/Swiss-Prot;Acc:Q8CIZ9]	protein_coding	X	134086421	134221956	-1
ENSMUSG00000031258	331524	Xkrx	X-linked Kx blood group related, X-linked [Source:MGI Symbol;Acc:MGI:3584011]	protein_coding	X	134149043	134162076	-1
ENSMUSG00000031262	102920	Cenpi	Centromere protein I  [Source:UniProtKB/Swiss-Prot;Acc:Q8K1K4]	protein_coding	X	134308084	134362639	1
ENSMUSG00000031264	12229	Btk	Tyrosine-protein kinase BTK  [Source:UniProtKB/Swiss-Prot;Acc:P35991]	protein_coding	X	134542336	134583570	-1
ENSMUSG00000031266	11605	Gla	galactosidase, alpha [Source:MGI Symbol;Acc:MGI:1347344]	protein_coding	X	134588149	134601125	-1
ENSMUSG00000031297	11989	Slc7a3	solute carrier family 7 (cationic amino acid transporter, y+ system), member 3 [Source:MGI Symbol;Acc:MGI:1100521]	protein_coding	X	101079210	101086020	-1
ENSMUSG00000031302	245537	Nlgn3	Neuroligin-3  [Source:UniProtKB/Swiss-Prot;Acc:Q8BYM5]	protein_coding	X	101299168	101325963	1
ENSMUSG00000031304	16186	Il2rg	Cytokine receptor common subunit gamma  [Source:UniProtKB/Swiss-Prot;Acc:P34902]	protein_coding	X	101264378	101268255	-1
ENSMUSG00000031310	56364	Zmym3	zinc finger, MYM-type 3 [Source:MGI Symbol;Acc:MGI:1927231]	protein_coding	X	101404384	101420849	-1
ENSMUSG00000031311	53610	Nono	non-POU-domain-containing, octamer binding protein [Source:MGI Symbol;Acc:MGI:1855692]	protein_coding	X	101429318	101448591	1
ENSMUSG00000031312	26549	Itgb1bp2	Integrin beta-1-binding protein 2  [Source:UniProtKB/Swiss-Prot;Acc:Q9R000]	protein_coding	X	101449088	101453541	1
ENSMUSG00000031314	270627	Taf1	TATA-box binding protein associated factor 1 [Source:MGI Symbol;Acc:MGI:1336878]	protein_coding	X	101532734	101601789	1
ENSMUSG00000031320	20102	Rps4x	ribosomal protein S4, X-linked [Source:MGI Symbol;Acc:MGI:98158]	protein_coding	X	102184941	102189394	-1
ENSMUSG00000031323	70887	Dmrtc1a	Doublesex- and mab-3-related transcription factor C1  [Source:UniProtKB/Swiss-Prot;Acc:Q9D9R7]	protein_coding	X	102903216	102908687	-1
ENSMUSG00000031327	12212	Chic1	Cysteine-rich hydrophobic domain-containing protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q8CBW7]	protein_coding	X	103356476	103396092	1
ENSMUSG00000031328	192176	Flna	Filamin-A  [Source:UniProtKB/Swiss-Prot;Acc:Q8BTM8]	protein_coding	X	74223461	74249820	-1
ENSMUSG00000031329	22127	Tsx	testis specific X-linked gene [Source:MGI Symbol;Acc:MGI:108118]	protein_coding	X	103414467	103424580	1
ENSMUSG00000031333	11306	Abcb7	ATP-binding cassette, sub-family B (MDR/TAP), member 7 [Source:MGI Symbol;Acc:MGI:109533]	protein_coding	X	104280657	104413856	-1
ENSMUSG00000031337	17772	Mtm1	X-linked myotubular myopathy gene 1 [Source:MGI Symbol;Acc:MGI:1099452]	protein_coding	X	71210767	71315691	1
ENSMUSG00000031340	14404	Gabre		protein_coding	X	72255999	72274803	-1
ENSMUSG00000031347	26370	Cetn2	Centrin-2  [Source:UniProtKB/Swiss-Prot;Acc:Q9R1K9]	protein_coding	X	72913532	72918411	-1
ENSMUSG00000031349	18194	Nsdhl	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating  [Source:UniProtKB/Swiss-Prot;Acc:Q9R1J0]	protein_coding	X	72918557	72958514	1
ENSMUSG00000031351	22673	Zfp185	zinc finger protein 185 [Source:MGI Symbol;Acc:MGI:108095]	protein_coding	X	72987339	73031543	1
ENSMUSG00000031362	72891	Xlr4c	X-linked lymphocyte-regulated 4C [Source:MGI Symbol;Acc:MGI:3574099]	protein_coding	X	73233688	73243130	-1
ENSMUSG00000031365	27081	Zfp275	zinc finger protein 275 [Source:MGI Symbol;Acc:MGI:1350985]	protein_coding	X	73342621	73359080	1
ENSMUSG00000031371	73738	Haus7	HAUS augmin-like complex subunit 7  [Source:UniProtKB/Swiss-Prot;Acc:Q8BKT8]	protein_coding	X	73437315	73459044	-1
ENSMUSG00000031372	24102	Trex2	three prime repair exonuclease 2 [Source:MGI Symbol;Acc:MGI:1346343]	protein_coding	X	73433705	73435344	-1
ENSMUSG00000031374	22754	Zfp92	zinc finger protein 92 [Source:MGI Symbol;Acc:MGI:108094]	protein_coding	X	73411096	73428385	1
ENSMUSG00000031375	12111	Bgn	biglycan [Source:MGI Symbol;Acc:MGI:88158]	protein_coding	X	73483602	73495933	1
ENSMUSG00000031376	320707	Atp2b3	ATPase, Ca++ transporting, plasma membrane 3 [Source:MGI Symbol;Acc:MGI:1347353]	protein_coding	X	73503086	73571005	1
ENSMUSG00000031378	11666	Abcd1	ATP-binding cassette, sub-family D (ALD), member 1 [Source:MGI Symbol;Acc:MGI:1349215]	protein_coding	X	73716597	73738534	1
ENSMUSG00000031383	75590	Dusp9	dual specificity phosphatase 9 [Source:HGNC Symbol;Acc:HGNC:3076]	protein_coding	X	73639419	73643514	1
ENSMUSG00000031385	140571	Plxnb3	Plexin-B3  [Source:UniProtKB/Swiss-Prot;Acc:Q9QY40]	protein_coding	X	73757090	73772514	1
ENSMUSG00000031386	15161	Hcfc1	Host cell factor 1 HCF N-terminal chain 1 HCF N-terminal chain 2 HCF N-terminal chain 3 HCF N-terminal chain 4 HCF N-terminal chain 5 HCF N-terminal chain 6 HCF C-terminal chain 1 HCF C-terminal chain 2 HCF C-terminal chain 3 HCF C-terminal chain 4 HCF C-terminal chain 5 HCF C-terminal chain 6 [Source:UniProtKB/Swiss-Prot;Acc:Q61191]	protein_coding	X	73942792	73966357	-1
ENSMUSG00000031387	19703	Renbp	N-acylglucosamine 2-epimerase  [Source:UniProtKB/Swiss-Prot;Acc:P82343]	protein_coding	X	73922121	73930850	-1
ENSMUSG00000031388	56292	Naa10	N-alpha-acetyltransferase 10  [Source:UniProtKB/Swiss-Prot;Acc:Q9QY36]	protein_coding	X	73916873	73921944	-1
ENSMUSG00000031389	171207	Arhgap4	Rho GTPase activating protein 4 [Source:MGI Symbol;Acc:MGI:2159577]	protein_coding	X	73891442	73921870	-1
ENSMUSG00000031390	12000	Avpr2	arginine vasopressin receptor 2 [Source:MGI Symbol;Acc:MGI:88123]	protein_coding	X	73892102	73895502	1
ENSMUSG00000031391	16728	L1cam	L1 cell adhesion molecule [Source:MGI Symbol;Acc:MGI:96721]	protein_coding	X	73853778	73896105	-1
ENSMUSG00000031392	16179	Irak1	Interleukin-1 receptor-associated kinase 1  [Source:UniProtKB/Swiss-Prot;Acc:Q62406]	protein_coding	X	74013914	74023918	-1
ENSMUSG00000031393	17257	Mecp2	Methyl-CpG-binding protein 2  [Source:UniProtKB/Swiss-Prot;Acc:Q9Z2D6]	protein_coding	X	74026592	74135363	-1
ENSMUSG00000031394	14539	Opn1mw	Medium-wave-sensitive opsin 1  [Source:UniProtKB/Swiss-Prot;Acc:O35599]	protein_coding	X	74127464	74150760	1
ENSMUSG00000031397	83553	Tktl1	Transketolase-like protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q99MX0]	protein_coding	X	74177259	74208500	1
ENSMUSG00000031398	18846	Plxna3	plexin A3 [Source:MGI Symbol;Acc:MGI:107683]	protein_coding	X	74329066	74344689	1
ENSMUSG00000031399	66294	Fam3a	Protein FAM3A  [Source:UniProtKB/Swiss-Prot;Acc:Q9D8T0]	protein_coding	X	74384719	74393272	-1
ENSMUSG00000031400	14381	G6pdx	Glucose-6-phosphate 1-dehydrogenase X  [Source:UniProtKB/Swiss-Prot;Acc:Q00612]	protein_coding	X	74409483	74429194	-1
ENSMUSG00000031402	17524	Mpp1	membrane protein, palmitoylated [Source:MGI Symbol;Acc:MGI:105941]	protein_coding	X	75109733	75131016	-1
ENSMUSG00000031403	245474	Dkc1	H/ACA ribonucleoprotein complex subunit 4  [Source:UniProtKB/Swiss-Prot;Acc:Q9ESX5]	protein_coding	X	75095854	75109777	1
ENSMUSG00000031410	170722	Nxf7		protein_coding	X	135579555	135598777	-1
ENSMUSG00000032750	210710	Gab3	GRB2-associated-binding protein 3  [Source:UniProtKB/Swiss-Prot;Acc:Q8BSM5]	protein_coding	X	74966843	75085458	-1
ENSMUSG00000032806	214601	Slc10a3	solute carrier family 10 (sodium/bile acid cotransporter family), member 3 [Source:MGI Symbol;Acc:MGI:95048]	protein_coding	X	74369217	74373349	-1
ENSMUSG00000033361	208748	Prrg3	Transmembrane gamma-carboxyglutamic acid protein 3  [Source:UniProtKB/Swiss-Prot;Acc:Q6PAQ9]	protein_coding	X	71962624	71972722	1
ENSMUSG00000033436	67416	Armcx2	Armadillo repeat-containing X-linked protein 2  [Source:UniProtKB/Swiss-Prot;Acc:Q6A058]	protein_coding	X	134804145	134809221	-1
ENSMUSG00000033460	78248	Armcx1	Armadillo repeat-containing X-linked protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q9CX83]	protein_coding	X	134717963	134721917	1
ENSMUSG00000033578	67564	Tmem35a	Transmembrane protein 35A  [Source:UniProtKB/Swiss-Prot;Acc:Q9D328]	protein_coding	X	134295225	134305969	1
ENSMUSG00000033777	279572	Tlr13	Toll-like receptor 13  [Source:UniProtKB/Swiss-Prot;Acc:Q6R5N8]	protein_coding	X	106143204	106160493	1
ENSMUSG00000033792	11977	Atp7a	Copper-transporting ATPase 1  [Source:UniProtKB/Swiss-Prot;Acc:Q64430]	protein_coding	X	106027276	106124926	1
ENSMUSG00000033906	108672	Zdhhc15	zinc finger, DHHC domain containing 15 [Source:MGI Symbol;Acc:MGI:1915336]	protein_coding	X	104536969	104671064	-1
ENSMUSG00000033965	20502	Slc16a2	solute carrier family 16 (monocarboxylic acid transporters), member 2 [Source:MGI Symbol;Acc:MGI:1203732]	protein_coding	X	103697414	103821983	-1
ENSMUSG00000034055	18679	Phka1	Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform  [Source:UniProtKB/Swiss-Prot;Acc:P18826]	protein_coding	X	102513975	102644246	-1
ENSMUSG00000034160	108155	Ogt	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit  [Source:UniProtKB/Swiss-Prot;Acc:Q8CGY8]	protein_coding	X	101640060	101684351	1
ENSMUSG00000034311	16571	Kif4	Chromosome-associated kinesin KIF4  [Source:UniProtKB/Swiss-Prot;Acc:P33174]	protein_coding	X	100625737	100727214	1
ENSMUSG00000034403	18744	Pja1	E3 ubiquitin-protein ligase Praja-1  [Source:UniProtKB/Swiss-Prot;Acc:O55176]	protein_coding	X	99465734	99471273	-1
ENSMUSG00000034457	245527	Eda2r	Tumor necrosis factor receptor superfamily member 27  [Source:UniProtKB/Swiss-Prot;Acc:Q8BX35]	protein_coding	X	97333840	97377216	-1
ENSMUSG00000034480	54004	Diaph2	 2  [Source:UniProtKB/Swiss-Prot;Acc:O70566]	protein_coding	X	129749742	130465834	1
ENSMUSG00000034551	245596	Hdx	Highly divergent homeobox  [Source:UniProtKB/Swiss-Prot;Acc:Q14B70]	protein_coding	X	111569931	111697079	-1
ENSMUSG00000034607	69693	Pof1b	Protein POF1B  [Source:UniProtKB/Swiss-Prot;Acc:Q8K4L4]	protein_coding	X	112638431	112698651	-1
ENSMUSG00000035045	547176	Zc3h12b	zinc finger CCCH-type containing 12B [Source:MGI Symbol;Acc:MGI:2442133]	protein_coding	X	95711678	95932637	1
ENSMUSG00000035062	245522	Zc4h2	zinc finger, C4H2 domain containing [Source:MGI Symbol;Acc:MGI:2679294]	protein_coding	X	95639193	95658509	-1
ENSMUSG00000035150	26905	Eif2s3x	Eukaryotic translation initiation factor 2 subunit 3, X-linked  [Source:UniProtKB/Swiss-Prot;Acc:Q9Z0N1]	protein_coding	X	94188707	94212862	-1
ENSMUSG00000035232	236900	Pdk3	pyruvate dehydrogenase kinase, isoenzyme 3 [Source:MGI Symbol;Acc:MGI:2384308]	protein_coding	X	93764607	93832201	-1
ENSMUSG00000035246	236899	Pcyt1b	Choline-phosphate cytidylyltransferase B  [Source:UniProtKB/Swiss-Prot;Acc:Q811Q9]	protein_coding	X	93654863	93749951	1
ENSMUSG00000035277	11878	Arx	Homeobox protein ARX  [Source:UniProtKB/Swiss-Prot;Acc:O35085]	protein_coding	X	93286445	93298357	1
ENSMUSG00000035476	66724	Tab3	TGF-beta activated kinase 1/MAP3K7 binding protein 3 [Source:MGI Symbol;Acc:MGI:1913974]	protein_coding	X	85574022	85634469	1
ENSMUSG00000035725	19108	Prkx	cAMP-dependent protein kinase catalytic subunit PRKX  [Source:UniProtKB/Swiss-Prot;Acc:Q922R0]	protein_coding	X	77761411	77796278	-1
ENSMUSG00000035776	171486	Cd99l2	CD99 antigen-like protein 2  [Source:UniProtKB/Swiss-Prot;Acc:Q8BIF0]	protein_coding	X	71420060	71492849	-1
ENSMUSG00000035847	15931	Ids	Iduronate 2-sulfatase  [Source:UniProtKB/Swiss-Prot;Acc:Q08890]	protein_coding	X	70343069	70365084	-1
ENSMUSG00000035967	236790	Ints6l	Integrator complex subunit 6-like  [Source:UniProtKB/Swiss-Prot;Acc:Q8BND4]	protein_coding	X	56454857	56507843	1
ENSMUSG00000036022	78755	Fam122b	Protein FAM122B  [Source:UniProtKB/Swiss-Prot;Acc:Q6NZE7]	protein_coding	X	53243415	53269805	-1
ENSMUSG00000036109	171170	Mbnl3	muscleblind like splicing factor 3 [Source:MGI Symbol;Acc:MGI:2444912]	protein_coding	X	51117269	51206532	-1
ENSMUSG00000036131	385354	Frmd7	FERM domain-containing protein 7  [Source:UniProtKB/Swiss-Prot;Acc:A2AD83]	protein_coding	X	50895180	50942710	-1
ENSMUSG00000036357	245424	Gpr101	G protein-coupled receptor 101 [Source:MGI Symbol;Acc:MGI:2685211]	protein_coding	X	57496668	57503757	-1
ENSMUSG00000036502	245386	Tmem255a	Transmembrane protein 255A  [Source:UniProtKB/Swiss-Prot;Acc:Q8BHW5]	protein_coding	X	38196573	38252439	-1
ENSMUSG00000036537	69942	Rnf113a1	ring finger protein 113A1 [Source:MGI Symbol;Acc:MGI:1917192]	protein_coding	X	37191245	37192467	1
ENSMUSG00000036572	68134	Upf3b	UPF3 regulator of nonsense transcripts homolog B (yeast) [Source:MGI Symbol;Acc:MGI:1915384]	protein_coding	X	37091678	37110322	-1
ENSMUSG00000036699	72693	Zcchc12	zinc finger, CCHC domain containing 12 [Source:MGI Symbol;Acc:MGI:1919943]	protein_coding	X	36195904	36199158	1
ENSMUSG00000036769	72404	Wdr44	WD repeat domain 44 [Source:MGI Symbol;Acc:MGI:1919654]	protein_coding	X	23693051	23806025	1
ENSMUSG00000036782	67455	Klhl13	Kelch-like protein 13  [Source:UniProtKB/Swiss-Prot;Acc:Q80TF4]	protein_coding	X	23219271	23365082	-1
ENSMUSG00000036790	245450	Slitrk2	SLIT and NTRK-like family, member 2 [Source:MGI Symbol;Acc:MGI:2679449]	protein_coding	X	66649318	66661393	1
ENSMUSG00000036916	208968	Zfp280c	zinc finger protein 280C [Source:MGI Symbol;Acc:MGI:2387585]	protein_coding	X	48541625	48594504	-1
ENSMUSG00000036932	26926	Aifm1	Apoptosis-inducing factor 1, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:Q9Z0X1]	protein_coding	X	48474944	48513563	-1
ENSMUSG00000036959	320376	Bcorl1	BCL-6 corepressor-like protein 1  [Source:UniProtKB/Swiss-Prot;Acc:A2AQH4]	protein_coding	X	48341358	48408049	1
ENSMUSG00000036985	208884	Zdhhc9	zinc finger, DHHC domain containing 9 [Source:MGI Symbol;Acc:MGI:2444393]	protein_coding	X	48171969	48208878	-1
ENSMUSG00000037005	170745	Xpnpep2	X-prolyl aminopeptidase (aminopeptidase P) 2, membrane-bound [Source:MGI Symbol;Acc:MGI:2180001]	protein_coding	X	48108725	48136981	1
ENSMUSG00000037010	30878	Apln	Apelin Apelin-36 Apelin-31 Apelin-28 Apelin-13 [Source:UniProtKB/Swiss-Prot;Acc:Q9R0R4]	protein_coding	X	48025146	48034853	-1
ENSMUSG00000037086	68800	Prr32	Proline-rich protein 32  [Source:UniProtKB/Swiss-Prot;Acc:A2AFE9]	protein_coding	X	45090904	45092791	1
